Country,ISO_Code,Level,GDLCODE,Region,"1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Bhutan","BTN","Subnat","BTNr111","Samdrup jongkhar",,,,,,,,,,,,,,,,,,,,48.9,,,,,,,,
"Bhutan","BTN","Subnat","BTNr112","Samtse",,,,,,,,,,,,,,,,,,,,47.6,,,,,,,,
"Bhutan","BTN","Subnat","BTNr113","Sarpang",,,,,,,,,,,,,,,,,,,,37.8,,,,,,,,
"Bhutan","BTN","Subnat","BTNr114","Thimphu",,,,,,,,,,,,,,,,,,,,4.26,,,,,,,,
"Bhutan","BTN","Subnat","BTNr115","Trashigang",,,,,,,,,,,,,,,,,,,,65.1,,,,,,,,
"Bhutan","BTN","Subnat","BTNr116","Trashiyangtse",,,,,,,,,,,,,,,,,,,,60.6,,,,,,,,
"Bhutan","BTN","Subnat","BTNr117","Trongsa",,,,,,,,,,,,,,,,,,,,60.9,,,,,,,,
"Bhutan","BTN","Subnat","BTNr118","Tsirang",,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,
"Bhutan","BTN","Subnat","BTNr119","Wangdi",,,,,,,,,,,,,,,,,,,,48.2,,,,,,,,
"Bhutan","BTN","Subnat","BTNr120","Zhemgang",,,,,,,,,,,,,,,,,,,,70.3,,,,,,,,
"Bolivia","BOL","Subnat","BOLr108","Beni",,,,,,,,59.3,,,,,67.2,,,,,49.0,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr101","Chuquisaca",,,,,,,,58.5,,,,,59.4,,,,,50.7,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr103","Cochabamba",,,,,,,,42.4,,,,,52.0,,,,,34.4,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr102","La Paz",,,,,,,,42.5,,,,,59.5,,,,,37.7,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr104","Oruro",,,,,,,,33.6,,,,,46.0,,,,,35.1,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr109","Pando",,,,,,,,59.0,,,,,64.7,,,,,38.9,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr105","Potosi",,,,,,,,63.1,,,,,66.4,,,,,54.6,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr107","Santa Cruz",,,,,,,,26.4,,,,,40.1,,,,,18.3,,,,,,,,,,
"Bolivia","BOL","Subnat","BOLr106","Tarija",,,,,,,,35.8,,,,,39.1,,,,,28.8,,,,,,,,,,
"Bosnia Herzegovina","BIH","Subnat","BIHr103","Central Bosnia",,,,,,,,,,,,,,,,0.81,,,,,0.16,,,,,,,
"Bosnia Herzegovina","BIH","Subnat","BIHr102","Northern Bosnia",,,,,,,,,,,,,,,,0.42,,,,,0.66,,,,,,,
"Bosnia Herzegovina","BIH","Subnat","BIHr105","Republica Srpska",,,,,,,,,,,,,,,,4.94,,,,,1.13,,,,,,,
"Bosnia Herzegovina","BIH","Subnat","BIHr101","Western Bosnia",,,,,,,,,,,,,,,,0.89,,,,,0.15,,,,,,,
"Bosnia Herzegovina","BIH","Subnat","BIHr104","Western herzegovina",,,,,,,,,,,,,,,,2.12,,,,,0.43,,,,,,,
"Botswana","BWA","Subnat","BWAr101","Central",,,,,,,,,,78.9,72.9,,,,,,,,,,50.2,,38.7,,,,,
"Botswana","BWA","Subnat","BWAr110","Chobe",,,,,,,,,,100,65.7,,,,,,,,,,31.0,,37.3,,,,,
"Botswana","BWA","Subnat","BWAr102","Ghanzi",,,,,,,,,,57.6,78.8,,,,,,,,,,54.9,,52.0,,,,,
"Botswana","BWA","Subnat","BWAr103","Kgalagadi",,,,,,,,,,67.8,76.6,,,,,,,,,,56.6,,42.3,,,,,
"Botswana","BWA","Subnat","BWAr104","Kgatleng",,,,,,,,,,66.2,61.3,,,,,,,,,,38.2,,33.1,,,,,
"Botswana","BWA","Subnat","BWAr105","Kweneng",,,,,,,,,,77.4,75.0,,,,,,,,,,44.3,,36.6,,,,,
"Botswana","BWA","Subnat","BWAr106","North-East",,,,,,,,,,66.3,60.8,,,,,,,,,,31.6,,22.5,,,,,
"Botswana","BWA","Subnat","BWAr107","North-West, Ngamiland",,,,,,,,,,77.8,80.0,,,,,,,,,,58.3,,51.8,,,,,
"Botswana","BWA","Subnat","BWAr108","South-East",,,,,,,,,,55.7,44.2,,,,,,,,,,24.2,,14.5,,,,,
"Botswana","BWA","Subnat","BWAr109","Southern",,,,,,,,,,83.1,72.1,,,,,,,,,,52.8,,37.9,,,,,
"Brazil","BRA","Subnat","BRAr102","Acre",,,,,,22.5,,,,49.6,,,,,,,,,,14.7,,,,,,,,
"Brazil","BRA","Subnat","BRAr114","Alagoas",,,,,,30.6,,,,40.6,,,,,,,,,,5.88,,,,,,,,
"Brazil","BRA","Subnat","BRAr106","Amapa",,,,,,2.27,,,,26.9,,,,,,,,,,8.87,,,,,,,,
"Brazil","BRA","Subnat","BRAr103","Amazonas",,,,,,23.4,,,,36.7,,,,,,,,,,14.1,,,,,,,,
"Brazil","BRA","Subnat","BRAr116","Bahia",,,,,,40.9,,,,39.2,,,,,,,,,,7.20,,,,,,,,
"Brazil","BRA","Subnat","BRAr110","Ceara",,,,,,50.2,,,,41.1,,,,,,,,,,5.56,,,,,,,,
"Brazil","BRA","Subnat","BRAr127","Distrito Federal",,,,,,12.0,,,,5.31,,,,,,,,,,0.00,,,,,,,,
"Brazil","BRA","Subnat","BRAr118","Espirito Santo",,,,,,10.6,,,,7.17,,,,,,,,,,0.53,,,,,,,,
"Brazil","BRA","Subnat","BRAr126","Goias",,,,,,27.3,,,,15.6,,,,,,,,,,0.94,,,,,,,,
"Brazil","BRA","Subnat","BRAr108","Maranhao",,,,,,59.4,,,,58.3,,,,,,,,,,16.3,,,,,,,,
"Brazil","BRA","Subnat","BRAr125","Mato Grosso",,,,,,34.7,,,,26.8,,,,,,,,,,2.99,,,,,,,,
"Brazil","BRA","Subnat","BRAr124","Mato Grosso do Sul",,,,,,15.2,,,,15.8,,,,,,,,,,2.11,,,,,,,,
"Brazil","BRA","Subnat","BRAr117","Minas Gerais",,,,,,16.2,,,,12.1,,,,,,,,,,1.58,,,,,,,,
"Brazil","BRA","Subnat","BRAr105","Para",,,,,,36.6,,,,48.9,,,,,,,,,,15.3,,,,,,,,
"Brazil","BRA","Subnat","BRAr112","Paraiba",,,,,,45.0,,,,37.6,,,,,,,,,,3.94,,,,,,,,
"Brazil","BRA","Subnat","BRAr121","Parana",,,,,,13.0,,,,8.35,,,,,,,,,,1.09,,,,,,,,
"Brazil","BRA","Subnat","BRAr113","Pernambuco",,,,,,33.5,,,,32.7,,,,,,,,,,4.17,,,,,,,,
"Brazil","BRA","Subnat","BRAr109","Piaui",,,,,,66.3,,,,48.7,,,,,,,,,,13.4,,,,,,,,
"Brazil","BRA","Subnat","BRAr119","Rio de Janeiro",,,,,,5.92,,,,5.10,,,,,,,,,,0.19,,,,,,,,
"Brazil","BRA","Subnat","BRAr111","Rio Grande do Norte",,,,,,30.6,,,,32.8,,,,,,,,,,2.29,,,,,,,,
"Brazil","BRA","Subnat","BRAr123","Rio Grande do Sul",,,,,,8.32,,,,6.81,,,,,,,,,,0.88,,,,,,,,
"Brazil","BRA","Subnat","BRAr101","Rondonia",,,,,,41.8,,,,36.9,,,,,,,,,,6.19,,,,,,,,
"Brazil","BRA","Subnat","BRAr104","Roraima",,,,,,17.1,,,,35.7,,,,,,,,,,10.7,,,,,,,,
"Brazil","BRA","Subnat","BRAr122","Santa Catarina",,,,,,7.40,,,,4.77,,,,,,,,,,0.48,,,,,,,,
"Brazil","BRA","Subnat","BRAr120","Sao Paulo",,,,,,2.72,,,,2.55,,,,,,,,,,0.20,,,,,,,,
"Brazil","BRA","Subnat","BRAr115","Sergipe",,,,,,32.4,,,,32.3,,,,,,,,,,3.28,,,,,,,,
"Brazil","BRA","Subnat","BRAr107","Tocantins",,,,,,50.5,,,,47.9,,,,,,,,,,7.43,,,,,,,,
"Burkina Faso","BFA","Subnat","BFAr101","Boucle de Mouhoun",,,,,,,,99.8,,,,,96.9,,,,,,,94.7,,,,,,,,
"Burkina Faso","BFA","Subnat","BFAr102","Cascades",,,,,,,,96.8,,,,,88.8,,,,,,,89.7,,,,,,,,
"Burkina Faso","BFA","Subnat","BFAr103","Centre (incl Ouagadougou)",,,,,,,,74.5,,,,,61.1,,,,,,,51.0,,,,,,,,
"Burkina Faso","BFA","Subnat","BFAr104","Centre-Est",,,,,,,,96.8,,,,,97.6,,,,,,,94.5,,,,,,,,
"Burkina Faso","BFA","Subnat","BFAr105","Centre-Nord",,,,,,,,100,,,,,98.4,,,,,,,96.0,,,,,,,,
